Type;Name;Unit;Definition;Output_of_model(s);Input_to_model(s);Defined by
variable;Lifetime|Electricity|Nuclear;years;Lifetime of a new nuclear power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Nuclear|2, ... Lifetime|Electricity|Nuclear|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Solar|CSP;years;Lifetime of a new concentrated solar power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Solar|CSP|2, ... Lifetime|Electricity|Solar|CSP|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Solar|PV;years;Lifetime of a new PV unit. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Solar|PV|2, ... Lifetime|Electricity|Solar|PV|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Wind;years;Lifetime of a new wind power plant (report only if wind power is not separated in onshore and offshore). Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|2, ... Lifetime|Electricity|Wind|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Wind|Offshore;years;Lifetime of a new offshore wind power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|Offshore|2, ... Lifetime|Electricity|Wind|Offshore|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Electricity|Wind|Onshore;years;Lifetime of a new onshore wind power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|Onshore|2, ... Lifetime|Electricity|Wind|Onshore|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Gases|Biomass|w/ CCS;years;Lifetime of a new biomass to gas plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Biomass|w/ CCS|2, ... Lifetime|Gases|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Gases|Biomass|w/o CCS;years;Lifetime of a new biomass to gas plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Biomass|w/o CCS|2, ... Lifetime|Gases|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Gases|Coal|w/ CCS;years;Lifetime of a new coal to gas plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Coal|w/ CCS|2, ... Lifetime|Gases|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Gases|Coal|w/o CCS;years;Lifetime of a new coal to gas plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Coal|w/o CCS|2, ... Lifetime|Gases|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
variable;Lifetime|Hydrogen|Biomass|w/ CCS;years;Lifetime of a new biomass to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Biomass|w/ CCS|2, ... Lifetime|Hydrogen|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ;;;
